	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
155	helper	2.0	0.0895	and multiply	2.0	0.0895	the breath of	2.0	0.0896	in pain you shall	2.0	0.0896	and there was light 4	1.0	0.0448	darkness he called night and there	1	0.0448
156	fit	2.0	0.0895	multiply and	2.0	0.0895	breath of life	2.0	0.0896	the creation of the	1.0	0.0448	there was light 4 and	1.0	0.0448	he called night and there was	1	0.0448
157	fall	2.0	0.0895	and fill	2.0	0.0895	for food and	2.0	0.0896	creation of the world	1.0	0.0448	was light 4 and god	1.0	0.0448	called night and there was evening	1	0.0448
158	therefore	2.0	0.0895	fill the	2.0	0.0895	seventh day god	2.0	0.0896	of the world 1	1.0	0.0448	light 4 and god saw	1.0	0.0448	night and there was evening and	1	0.0448
159	mother	2.0	0.0895	earth according	2.0	0.0895	on the seventh	2.0	0.0896	the world 1 in	1.0	0.0448	4 and god saw that	1.0	0.0448	and there was morning the first	1	0.0448
160	become	2.0	0.0895	25 and	2.0	0.0895	all his work	2.0	0.0896	world 1 in the	1.0	0.0448	and god saw that the	1.0	0.0448	there was morning the first day	1	0.0448
161	lest	2.0	0.0895	the livestock	2.0	0.0895	in the day	2.0	0.0896	1 in the beginning	1.0	0.0448	god saw that the light	1.0	0.0448	was morning the first day 6	1	0.0448
162	opened	2.0	0.0895	have dominion	2.0	0.0895	the day that	2.0	0.0896	in the beginning god	1.0	0.0448	saw that the light was	1.0	0.0448	morning the first day 6 and	1	0.0448
163	like	2.0	0.0895	dominion over	2.0	0.0895	the land and	2.0	0.0896	the beginning god created	1.0	0.0448	that the light was good	1.0	0.0448	the first day 6 and god	1	0.0448
164	knowing	2.0	0.0895	the fish	2.0	0.0895	to work the	2.0	0.0896	beginning god created the	1.0	0.0448	the light was good and	1.0	0.0448	first day 6 and god said	1	0.0448
165	also	2.0	0.0895	fish of	2.0	0.0895	work the ground	2.0	0.0896	god created the heavens	1.0	0.0448	light was good and god	1.0	0.0448	day 6 and god said let	1	0.0448
166	husband	2.0	0.0895	the sea	2.0	0.0895	7 then the	2.0	0.0896	created the heavens and	1.0	0.0448	was good and god separated	1.0	0.0448	6 and god said let there	1	0.0448
167	heard	2.0	0.0895	sea and	2.0	0.0895	of life and	2.0	0.0896	and the earth 2	1.0	0.0448	good and god separated the	1.0	0.0448	god said let there be an	1	0.0448
168	sound	2.0	0.0895	over every	2.0	0.0895	the ground the	2.0	0.0896	the earth 2 the	1.0	0.0448	and god separated the light	1.0	0.0448	said let there be an expanse	1	0.0448
169	hid	2.0	0.0895	thing that	2.0	0.0895	ground the lord	2.0	0.0896	earth 2 the earth	1.0	0.0448	god separated the light from	1.0	0.0448	let there be an expanse a	1	0.0448
170	eaten	2.0	0.0895	he created	2.0	0.0895	tree that is	2.0	0.0896	2 the earth was	1.0	0.0448	separated the light from the	1.0	0.0448	there be an expanse a in	1	0.0448
171	cursed	2.0	0.0895	said behold	2.0	0.0895	good for food	2.0	0.0896	the earth was without	1.0	0.0448	light from the darkness 5	1.0	0.0448	be an expanse a in the	1	0.0448
172	offspring	2.0	0.0895	have given	2.0	0.0895	of the knowledge	2.0	0.0896	earth was without form	1.0	0.0448	from the darkness 5 god	1.0	0.0448	an expanse a in the midst	1	0.0448
173	bruise	2.0	0.0895	its fruit	2.0	0.0895	the knowledge of	2.0	0.0896	was without form and	1.0	0.0448	the darkness 5 god called	1.0	0.0448	expanse a in the midst of	1	0.0448
174	return	2.0	0.0895	every bird	2.0	0.0895	knowledge of good	2.0	0.0896	without form and void	1.0	0.0448	darkness 5 god called the	1.0	0.0448	a in the midst of the	1	0.0448
175	way	2.0	0.0895	bird of	2.0	0.0895	of good and	2.0	0.0896	form and void and	1.0	0.0448	5 god called the light	1.0	0.0448	in the midst of the waters	1	0.0448
176	world	1.0	0.0447	the breath	2.0	0.0895	is the one	2.0	0.0896	and void and darkness	1.0	0.0448	god called the light day	1.0	0.0448	the midst of the waters and	1	0.0448
177	1	1.0	0.0447	breath of	2.0	0.0895	the one that	2.0	0.0896	void and darkness was	1.0	0.0448	called the light day and	1.0	0.0448	midst of the waters and let	1	0.0448
178	beginning	1.0	0.0447	food and	2.0	0.0895	one that flowed	2.0	0.0896	and darkness was over	1.0	0.0448	the light day and the	1.0	0.0448	of the waters and let it	1	0.0448
179	without	1.0	0.0447	had made	2.0	0.0895	that flowed around	2.0	0.0896	darkness was over the	1.0	0.0448	light day and the darkness	1.0	0.0448	the waters and let it separate	1	0.0448
180	form	1.0	0.0447	day god	2.0	0.0895	flowed around the	2.0	0.0896	was over the face	1.0	0.0448	day and the darkness he	1.0	0.0448	waters and let it separate the	1	0.0448
181	void	1.0	0.0447	2 and	2.0	0.0895	around the whole	2.0	0.0896	face of the deep	1.0	0.0448	and the darkness he called	1.0	0.0448	and let it separate the waters	1	0.0448
182	spirit	1.0	0.0447	and made	2.0	0.0895	the whole land	2.0	0.0896	of the deep and	1.0	0.0448	the darkness he called night	1.0	0.0448	let it separate the waters from	1	0.0448
183	hovering	1.0	0.0447	of man	2.0	0.0895	whole land of	2.0	0.0896	the deep and the	1.0	0.0448	darkness he called night and	1.0	0.0448	it separate the waters from the	1	0.0448
184	b	1.0	0.0447	day that	2.0	0.0895	eden to work	2.0	0.0896	deep and the spirit	1.0	0.0448	he called night and there	1.0	0.0448	separate the waters from the waters	1	0.0448
185	heaven	1.0	0.0447	land and	2.0	0.0895	a helper fit	2.0	0.0896	and the spirit of	1.0	0.0448	called night and there was	1.0	0.0448	the waters from the waters 7	1	0.0448
186	c	1.0	0.0447	man to	2.0	0.0895	helper fit for	2.0	0.0896	the spirit of god	1.0	0.0448	night and there was evening	1.0	0.0448	waters from the waters 7 and	1	0.0448
187	appear	1.0	0.0447	work the	2.0	0.0895	the man called	2.0	0.0896	spirit of god was	1.0	0.0448	there was morning the first	1.0	0.0448	from the waters 7 and god	1	0.0448
188	sprout	1.0	0.0447	7 then	2.0	0.0895	20 the man	2.0	0.0896	of god was hovering	1.0	0.0448	was morning the first day	1.0	0.0448	the waters 7 and god made	1	0.0448
189	e	1.0	0.0447	life and	2.0	0.0895	all livestock and	2.0	0.0896	god was hovering over	1.0	0.0448	morning the first day 6	1.0	0.0448	waters 7 and god made b	1	0.0448
190	signs	1.0	0.0447	garden in	2.0	0.0895	the man said	2.0	0.0896	was hovering over the	1.0	0.0448	the first day 6 and	1.0	0.0448	7 and god made b the	1	0.0448
191	seasons	1.0	0.0447	the east	2.0	0.0895	man and his	2.0	0.0896	hovering over the face	1.0	0.0448	first day 6 and god	1.0	0.0448	and god made b the expanse	1	0.0448
192	f	1.0	0.0447	had formed	2.0	0.0895	and his wife	2.0	0.0896	face of the waters	1.0	0.0448	day 6 and god said	1.0	0.0448	god made b the expanse and	1	0.0448
193	years	1.0	0.0447	ground the	2.0	0.0895	and the woman	2.0	0.0896	of the waters 3	1.0	0.0448	6 and god said let	1.0	0.0448	made b the expanse and separated	1	0.0448
194	two	1.0	0.0447	tree that	2.0	0.0895	the woman said	2.0	0.0896	the waters 3 and	1.0	0.0448	said let there be an	1.0	0.0448	b the expanse and separated the	1	0.0448
195	greater	1.0	0.0447	good for	2.0	0.0895	to the serpent	2.0	0.0896	waters 3 and god	1.0	0.0448	let there be an expanse	1.0	0.0448	the expanse and separated the waters	1	0.0448
196	lesser	1.0	0.0447	the knowledge	2.0	0.0895	eat of the	2.0	0.0896	3 and god said	1.0	0.0448	there be an expanse a	1.0	0.0448	expanse and separated the waters that	1	0.0448
197	stars	1.0	0.0447	knowledge of	2.0	0.0895	of the fruit	2.0	0.0896	let there be light	1.0	0.0448	be an expanse a in	1.0	0.0448	and separated the waters that were	1	0.0448
198	set	1.0	0.0447	of good	2.0	0.0895	the fruit of	2.0	0.0896	there be light and	1.0	0.0448	an expanse a in the	1.0	0.0448	separated the waters that were under	1	0.0448
199	swarms	1.0	0.0447	the one	2.0	0.0895	knowing good and	2.0	0.0896	be light and there	1.0	0.0448	expanse a in the midst	1.0	0.0448	the waters that were under the	1	0.0448
200	g	1.0	0.0447	one that	2.0	0.0895	that the tree	2.0	0.0896	light and there was	1.0	0.0448	a in the midst of	1.0	0.0448	waters that were under the expanse	1	0.0448
201	fly	1.0	0.0447	that flowed	2.0	0.0895	the tree was	2.0	0.0896	and there was light	1.0	0.0448	the midst of the waters	1.0	0.0448	that were under the expanse from	1	0.0448
202	across	1.0	0.0447	flowed around	2.0	0.0895	heard the sound	2.0	0.0896	there was light 4	1.0	0.0448	midst of the waters and	1.0	0.0448	were under the expanse from the	1	0.0448
203	winged	1.0	0.0447	around the	2.0	0.0895	the sound of	2.0	0.0896	was light 4 and	1.0	0.0448	of the waters and let	1.0	0.0448	under the expanse from the waters	1	0.0448
204	fifth	1.0	0.0447	whole land	2.0	0.0895	of the lord	2.0	0.0896	light 4 and god	1.0	0.0448	the waters and let it	1.0	0.0448	the expanse from the waters that	1	0.0448
205	things	1.0	0.0447	land of	2.0	0.0895	he said i	2.0	0.0896	4 and god saw	1.0	0.0448	waters and let it separate	1.0	0.0448	expanse from the waters that were	1	0.0448
206	26	1.0	0.0447	east of	2.0	0.0895	eaten of the	2.0	0.0896	god saw that the	1.0	0.0448	and let it separate the	1.0	0.0448	from the waters that were above	1	0.0448
207	h	1.0	0.0447	you eat	2.0	0.0895	tree of which	2.0	0.0896	saw that the light	1.0	0.0448	let it separate the waters	1.0	0.0448	the waters that were above the	1	0.0448
208	likeness	1.0	0.0447	surely die	2.0	0.0895	which i commanded	2.0	0.0896	that the light was	1.0	0.0448	it separate the waters from	1.0	0.0448	waters that were above the expanse	1	0.0448
209	27	1.0	0.0447	a helper	2.0	0.0895	i commanded you	2.0	0.0896	the light was good	1.0	0.0448	separate the waters from the	1.0	0.0448	that were above the expanse and	1	0.0448
210	male	1.0	0.0447	helper fit	2.0	0.0895	and i ate	2.0	0.0896	light was good and	1.0	0.0448	the waters from the waters	1.0	0.0448	were above the expanse and it	1	0.0448
211	female	1.0	0.0447	fit for	2.0	0.0895	you have done	2.0	0.0896	was good and god	1.0	0.0448	waters from the waters 7	1.0	0.0448	above the expanse and it was	1	0.0448
212	28	1.0	0.0447	and brought	2.0	0.0895	dust you shall	2.0	0.0896	good and god separated	1.0	0.0448	from the waters 7 and	1.0	0.0448	the expanse and it was so	1	0.0448
213	subdue	1.0	0.0447	man called	2.0	0.0895	all the days	2.0	0.0896	and god separated the	1.0	0.0448	the waters 7 and god	1.0	0.0448	expanse and it was so 8	1	0.0448
214	29	1.0	0.0447	20 the	2.0	0.0895	the days of	2.0	0.0896	god separated the light	1.0	0.0448	waters 7 and god made	1.0	0.0448	and it was so 8 and	1	0.0448
215	30	1.0	0.0447	all livestock	2.0	0.0895	days of your	2.0	0.0896	separated the light from	1.0	0.0448	7 and god made b	1.0	0.0448	it was so 8 and god	1	0.0448
216	green	1.0	0.0447	for adam	2.0	0.0895	of your life	2.0	0.0896	from the darkness 5	1.0	0.0448	and god made b the	1.0	0.0448	was so 8 and god called	1	0.0448
217	31	1.0	0.0447	one of	2.0	0.0895	and you shall	2.0	0.0896	the darkness 5 god	1.0	0.0448	god made b the expanse	1.0	0.0448	so 8 and god called the	1	0.0448
218	sixth	1.0	0.0447	woman and	2.0	0.0895	in pain you	2.0	0.0896	darkness 5 god called	1.0	0.0448	made b the expanse and	1.0	0.0448	8 and god called the expanse	1	0.0448
219	rests	1.0	0.0447	man said	2.0	0.0895	pain you shall	2.0	0.0896	5 god called the	1.0	0.0448	b the expanse and separated	1.0	0.0448	and god called the expanse heaven	1	0.0448
220	thus	1.0	0.0447	shall be	2.0	0.0895	shall bring forth	2.0	0.0896	god called the light	1.0	0.0448	the expanse and separated the	1.0	0.0448	god called the expanse heaven c	1	0.0448
221	host	1.0	0.0447	was taken	2.0	0.0895	creation of the	1.0	0.0448	called the light day	1.0	0.0448	expanse and separated the waters	1.0	0.0448	called the expanse heaven c and	1	0.0448
222	holy	1.0	0.0447	wife and	2.0	0.0895	of the world	1.0	0.0448	the light day and	1.0	0.0448	and separated the waters that	1.0	0.0448	the expanse heaven c and there	1	0.0448
223	generations	1.0	0.0447	woman said	2.0	0.0895	the world 1	1.0	0.0448	light day and the	1.0	0.0448	separated the waters that were	1.0	0.0448	expanse heaven c and there was	1	0.0448
224	bush	1.0	0.0447	the fruit	2.0	0.0895	world 1 in	1.0	0.0448	day and the darkness	1.0	0.0448	the waters that were under	1.0	0.0448	heaven c and there was evening	1	0.0448
225	j	1.0	0.0447	the trees	2.0	0.0895	1 in the	1.0	0.0448	and the darkness he	1.0	0.0448	waters that were under the	1.0	0.0448	c and there was evening and	1	0.0448
226	small	1.0	0.0447	opened and	2.0	0.0895	in the beginning	1.0	0.0448	the darkness he called	1.0	0.0448	that were under the expanse	1.0	0.0448	and there was morning the second	1	0.0448
227	sprung	1.0	0.0447	knowing good	2.0	0.0895	the beginning god	1.0	0.0448	darkness he called night	1.0	0.0448	were under the expanse from	1.0	0.0448	there was morning the second day	1	0.0448
228	rain	1.0	0.0447	tree was	2.0	0.0895	beginning god created	1.0	0.0448	he called night and	1.0	0.0448	under the expanse from the	1.0	0.0448	was morning the second day 9	1	0.0448
229	mist	1.0	0.0447	the eyes	2.0	0.0895	created the heavens	1.0	0.0448	called night and there	1.0	0.0448	the expanse from the waters	1.0	0.0448	morning the second day 9 and	1	0.0448
230	k	1.0	0.0447	were naked	2.0	0.0895	the earth 2	1.0	0.0448	night and there was	1.0	0.0448	expanse from the waters that	1.0	0.0448	the second day 9 and god	1	0.0448
231	going	1.0	0.0447	heard the	2.0	0.0895	earth 2 the	1.0	0.0448	was morning the first	1.0	0.0448	from the waters that were	1.0	0.0448	second day 9 and god said	1	0.0448
232	watering	1.0	0.0447	the sound	2.0	0.0895	2 the earth	1.0	0.0448	morning the first day	1.0	0.0448	the waters that were above	1.0	0.0448	day 9 and god said let	1	0.0448
233	breathed	1.0	0.0447	sound of	2.0	0.0895	the earth was	1.0	0.0448	the first day 6	1.0	0.0448	waters that were above the	1.0	0.0448	9 and god said let the	1	0.0448
234	nostrils	1.0	0.0447	said i	2.0	0.0895	earth was without	1.0	0.0448	first day 6 and	1.0	0.0448	that were above the expanse	1.0	0.0448	god said let the waters under	1	0.0448
235	planted	1.0	0.0447	eaten of	2.0	0.0895	was without form	1.0	0.0448	day 6 and god	1.0	0.0448	were above the expanse and	1.0	0.0448	said let the waters under the	1	0.0448
236	spring	1.0	0.0447	i commanded	2.0	0.0895	without form and	1.0	0.0448	6 and god said	1.0	0.0448	above the expanse and it	1.0	0.0448	let the waters under the heavens	1	0.0448
237	pleasant	1.0	0.0447	commanded you	2.0	0.0895	form and void	1.0	0.0448	let there be an	1.0	0.0448	the expanse and it was	1.0	0.0448	the waters under the heavens be	1	0.0448
238	sight	1.0	0.0447	said the	2.0	0.0895	and void and	1.0	0.0448	there be an expanse	1.0	0.0448	expanse and it was so	1.0	0.0448	waters under the heavens be gathered	1	0.0448
239	water	1.0	0.0447	i ate	2.0	0.0895	void and darkness	1.0	0.0448	be an expanse a	1.0	0.0448	and it was so 8	1.0	0.0448	under the heavens be gathered together	1	0.0448
240	divided	1.0	0.0447	have done	2.0	0.0895	and darkness was	1.0	0.0448	an expanse a in	1.0	0.0448	it was so 8 and	1.0	0.0448	the heavens be gathered together into	1	0.0448
241	four	1.0	0.0447	dust you	2.0	0.0895	darkness was over	1.0	0.0448	expanse a in the	1.0	0.0448	was so 8 and god	1.0	0.0448	heavens be gathered together into one	1	0.0448
242	rivers	1.0	0.0447	the days	2.0	0.0895	of the deep	1.0	0.0448	a in the midst	1.0	0.0448	so 8 and god called	1.0	0.0448	be gathered together into one place	1	0.0448
243	pishon	1.0	0.0447	days of	2.0	0.0895	the deep and	1.0	0.0448	midst of the waters	1.0	0.0448	8 and god called the	1.0	0.0448	gathered together into one place and	1	0.0448
244	havilah	1.0	0.0447	your life	2.0	0.0895	deep and the	1.0	0.0448	of the waters and	1.0	0.0448	and god called the expanse	1.0	0.0448	together into one place and let	1	0.0448
245	bdellium	1.0	0.0447	he shall	2.0	0.0895	and the spirit	1.0	0.0448	the waters and let	1.0	0.0448	god called the expanse heaven	1.0	0.0448	into one place and let the	1	0.0448
246	onyx	1.0	0.0447	shall bruise	2.0	0.0895	the spirit of	1.0	0.0448	waters and let it	1.0	0.0448	called the expanse heaven c	1.0	0.0448	one place and let the dry	1	0.0448
247	stone	1.0	0.0447	in pain	2.0	0.0895	spirit of god	1.0	0.0448	and let it separate	1.0	0.0448	the expanse heaven c and	1.0	0.0448	place and let the dry land	1	0.0448
248	gihon	1.0	0.0447	pain you	2.0	0.0895	of god was	1.0	0.0448	let it separate the	1.0	0.0448	expanse heaven c and there	1.0	0.0448	and let the dry land appear	1	0.0448
249	cush	1.0	0.0447	shall bring	2.0	0.0895	god was hovering	1.0	0.0448	it separate the waters	1.0	0.0448	heaven c and there was	1.0	0.0448	let the dry land appear and	1	0.0448
250	tigris	1.0	0.0447	way to	2.0	0.0895	was hovering over	1.0	0.0448	separate the waters from	1.0	0.0448	c and there was evening	1.0	0.0448	the dry land appear and it	1	0.0448
251	flows	1.0	0.0447	the world	1.0	0.0448	hovering over the	1.0	0.0448	the waters from the	1.0	0.0448	there was morning the second	1.0	0.0448	dry land appear and it was	1	0.0448
252	assyria	1.0	0.0447	world 1	1.0	0.0448	the waters 3	1.0	0.0448	waters from the waters	1.0	0.0448	was morning the second day	1.0	0.0448	land appear and it was so	1	0.0448
253	euphrates	1.0	0.0447	1 in	1.0	0.0448	waters 3 and	1.0	0.0448	from the waters 7	1.0	0.0448	morning the second day 9	1.0	0.0448	appear and it was so 10	1	0.0448
254	keep	1.0	0.0447	the beginning	1.0	0.0448	3 and god	1.0	0.0448	the waters 7 and	1.0	0.0448	the second day 9 and	1.0	0.0448	and it was so 10 god	1	0.0448
255	l	1.0	0.0447	beginning god	1.0	0.0448	there be light	1.0	0.0448	waters 7 and god	1.0	0.0448	second day 9 and god	1.0	0.0448	it was so 10 god called	1	0.0448
256	alone	1.0	0.0447	earth 2	1.0	0.0448	be light and	1.0	0.0448	7 and god made	1.0	0.0448	day 9 and god said	1.0	0.0448	was so 10 god called the	1	0.0448
257	n	1.0	0.0447	2 the	1.0	0.0448	light and there	1.0	0.0448	and god made b	1.0	0.0448	9 and god said let	1.0	0.0448	so 10 god called the dry	1	0.0448
258	see	1.0	0.0447	earth was	1.0	0.0448	there was light	1.0	0.0448	god made b the	1.0	0.0448	said let the waters under	1.0	0.0448	10 god called the dry land	1	0.0448
259	call	1.0	0.0447	was without	1.0	0.0448	was light 4	1.0	0.0448	made b the expanse	1.0	0.0448	let the waters under the	1.0	0.0448	god called the dry land earth	1	0.0448
260	whatever	1.0	0.0447	without form	1.0	0.0448	light 4 and	1.0	0.0448	b the expanse and	1.0	0.0448	the waters under the heavens	1.0	0.0448	called the dry land earth d	1	0.0448
261	names	1.0	0.0447	form and	1.0	0.0448	4 and god	1.0	0.0448	the expanse and separated	1.0	0.0448	waters under the heavens be	1.0	0.0448	the dry land earth d and	1	0.0448
262	found	1.0	0.0447	and void	1.0	0.0448	that the light	1.0	0.0448	expanse and separated the	1.0	0.0448	under the heavens be gathered	1.0	0.0448	dry land earth d and the	1	0.0448
263	sleep	1.0	0.0447	void and	1.0	0.0448	the light was	1.0	0.0448	and separated the waters	1.0	0.0448	the heavens be gathered together	1.0	0.0448	land earth d and the waters	1	0.0448
