	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
156	high	10.0	0.0641	heard it	6.0	0.0384	31 and he	3.0	0.0192	the son of alphaeus	2.0	0.0128	with him peter and james	2.0	0.0128	in isaiah the prophet b behold	1	0.0064
157	understand	10.0	0.0641	disciples and	6.0	0.0384	and he came	3.0	0.0192	tax collectors and sinners	2.0	0.0128	him peter and james and	2.0	0.0128	isaiah the prophet b behold i	1	0.0064
158	yet	10.0	0.0641	gave it	6.0	0.0384	he came and	3.0	0.0192	john s disciples and	2.0	0.0128	did not know what to	2.0	0.0128	the prophet b behold i send	1	0.0064
159	child	10.0	0.0641	jerusalem and	6.0	0.0384	the hand and	3.0	0.0192	s disciples and the	2.0	0.0128	of the son of man	2.0	0.0128	prophet b behold i send my	1	0.0064
160	ask	10.0	0.0641	of james	6.0	0.0384	brought to him	3.0	0.0192	and the pharisees were	2.0	0.0128	as it is written of	2.0	0.0128	b behold i send my messenger	1	0.0064
161	three	10.0	0.0641	and james	6.0	0.0384	who were sick	3.0	0.0192	came and said to	2.0	0.0128	it is written of him	2.0	0.0128	behold i send my messenger before	1	0.0064
162	christ	9.0	0.0577	saying he	6.0	0.0384	34 and he	3.0	0.0192	said to him why	2.0	0.0128	how long am i to	2.0	0.0128	i send my messenger before your	1	0.0064
163	sick	9.0	0.0577	the children	6.0	0.0384	in the morning	3.0	0.0192	lawful on the sabbath	2.0	0.0128	he fell on the ground	2.0	0.0128	send my messenger before your face	1	0.0064
164	speak	9.0	0.0577	the parable	6.0	0.0384	to a desolate	3.0	0.0192	said to them have	2.0	0.0128	fell on the ground and	2.0	0.0128	my messenger before your face who	1	0.0064
165	found	9.0	0.0577	30 and	6.0	0.0384	desolate place and	3.0	0.0192	it is not lawful	2.0	0.0128	all things are possible for	2.0	0.0128	messenger before your face who will	1	0.0064
166	39	9.0	0.0577	they took	6.0	0.0384	37 and they	3.0	0.0192	is not lawful for	2.0	0.0128	and when jesus saw that	2.0	0.0128	before your face who will prepare	1	0.0064
167	40	9.0	0.0577	him teacher	6.0	0.0384	to them let	3.0	0.0192	27 and he said	2.0	0.0128	he said to them this	2.0	0.0128	your face who will prepare your	1	0.0064
168	41	9.0	0.0577	my name	6.0	0.0384	left him and	3.0	0.0192	said to them the	2.0	0.0128	after three days he will	2.0	0.0128	face who will prepare your way	1	0.0064
169	nothing	9.0	0.0577	begged him	6.0	0.0384	3 and they	3.0	0.0192	a man with a	2.0	0.0128	three days he will rise	2.0	0.0128	who will prepare your way 3	1	0.0064
170	priest	9.0	0.0577	and told	6.0	0.0384	to the paralytic	3.0	0.0192	with a withered hand	2.0	0.0128	not against us is for	2.0	0.0128	will prepare your way 3 the	1	0.0064
171	might	9.0	0.0577	see the	6.0	0.0384	say to the	3.0	0.0192	said to the man	2.0	0.0128	against us is for us	2.0	0.0128	prepare your way 3 the voice	1	0.0064
172	good	9.0	0.0577	charged them	6.0	0.0384	all the crowd	3.0	0.0192	and he looked around	2.0	0.0128	causes you to sin cut	2.0	0.0128	your way 3 the voice of	1	0.0064
173	whatever	9.0	0.0577	and gave	6.0	0.0384	was teaching them	3.0	0.0192	and said to the	2.0	0.0128	you to sin cut it	2.0	0.0128	way 3 the voice of one	1	0.0064
174	sat	9.0	0.0577	the dead	6.0	0.0384	16 and the	3.0	0.0192	with his disciples to	2.0	0.0128	to sin cut it off	2.0	0.0128	3 the voice of one crying	1	0.0064
175	parable	9.0	0.0577	to death	6.0	0.0384	when they saw	3.0	0.0192	his disciples to the	2.0	0.0128	sin cut it off it	2.0	0.0128	the voice of one crying in	1	0.0064
176	others	9.0	0.0577	and taking	6.0	0.0384	they saw that	3.0	0.0192	the sea and a	2.0	0.0128	cut it off it is	2.0	0.0128	voice of one crying in the	1	0.0064
177	mary	9.0	0.0577	the jews	6.0	0.0384	said to his	3.0	0.0192	a great crowd followed	2.0	0.0128	it off it is better	2.0	0.0128	of one crying in the wilderness	1	0.0064
178	laid	9.0	0.0577	a person	6.0	0.0384	17 and when	3.0	0.0192	beyond the jordan and	2.0	0.0128	off it is better for	2.0	0.0128	one crying in the wilderness prepare	1	0.0064
179	herod	9.0	0.0577	all things	6.0	0.0384	and the pharisees	3.0	0.0192	they came to him	2.0	0.0128	for you to enter life	2.0	0.0128	crying in the wilderness prepare c	1	0.0064
180	elijah	9.0	0.0577	three days	6.0	0.0384	is not lawful	3.0	0.0192	him to touch him	2.0	0.0128	to be thrown into hell	2.0	0.0128	in the wilderness prepare c the	1	0.0064
181	wife	9.0	0.0577	with one	6.0	0.0384	is it lawful	3.0	0.0192	he went up on	2.0	0.0128	let the children come to	2.0	0.0128	the wilderness prepare c the way	1	0.0064
182	want	9.0	0.0577	and peter	6.0	0.0384	and he looked	3.0	0.0192	went up on the	2.0	0.0128	the children come to me	2.0	0.0128	wilderness prepare c the way of	1	0.0064
183	seven	9.0	0.0577	for us	6.0	0.0384	hardness of heart	3.0	0.0192	up on the mountain	2.0	0.0128	jesus said truly i say	2.0	0.0128	prepare c the way of the	1	0.0064
184	drink	9.0	0.0577	to enter	6.0	0.0384	to destroy him	3.0	0.0192	might be with him	2.0	0.0128	said truly i say to	2.0	0.0128	c the way of the lord	1	0.0064
185	gospel	8.0	0.0513	to jerusalem	6.0	0.0384	to the sea	3.0	0.0192	to whom he gave	2.0	0.0128	going up to jerusalem and	2.0	0.0128	the way of the lord make	1	0.0064
186	baptized	8.0	0.0513	the passover	6.0	0.0384	fell down before	3.0	0.0192	whom he gave the	2.0	0.0128	and those who followed were	2.0	0.0128	way of the lord make his	1	0.0064
187	holy	8.0	0.0513	king of	6.0	0.0384	and he strictly	3.0	0.0192	he gave the name	2.0	0.0128	what do you want me	2.0	0.0128	of the lord make his paths	1	0.0064
188	men	8.0	0.0513	is written	5.0	0.032	he went up	3.0	0.0192	and john the brother	2.0	0.0128	you want me to do	2.0	0.0128	the lord make his paths straight	1	0.0064
189	synagogue	8.0	0.0513	holy spirit	5.0	0.032	him 14 and	3.0	0.0192	john the brother of	2.0	0.0128	want me to do for	2.0	0.0128	lord make his paths straight 4	1	0.0064
190	gathered	8.0	0.0513	those days	5.0	0.032	14 and he	3.0	0.0192	the brother of james	2.0	0.0128	jesus said to them you	2.0	0.0128	make his paths straight 4 john	1	0.0064
191	still	8.0	0.0513	of galilee	5.0	0.032	send them out	3.0	0.0192	they went out to	2.0	0.0128	the cup that i drink	2.0	0.0128	his paths straight 4 john appeared	1	0.0064
192	looking	8.0	0.0513	like a	5.0	0.032	and john the	3.0	0.0192	for they were saying	2.0	0.0128	with the baptism with which	2.0	0.0128	paths straight 4 john appeared baptizing	1	0.0064
193	42	8.0	0.0513	from heaven	5.0	0.032	brother of james	3.0	0.0192	they were saying he	2.0	0.0128	the baptism with which i	2.0	0.0128	straight 4 john appeared baptizing in	1	0.0064
194	43	8.0	0.0513	the first	5.0	0.032	heard it they	3.0	0.0192	were saying he is	2.0	0.0128	baptism with which i am	2.0	0.0128	4 john appeared baptizing in the	1	0.0064
195	moses	8.0	0.0513	and followed	5.0	0.032	they were saying	3.0	0.0192	against the holy spirit	2.0	0.0128	with which i am baptized	2.0	0.0128	john appeared baptizing in the wilderness	1	0.0064
196	life	8.0	0.0513	synagogue and	5.0	0.032	were saying he	3.0	0.0192	called them to him	2.0	0.0128	sit at my right hand	2.0	0.0128	appeared baptizing in the wilderness and	1	0.0064
197	looked	8.0	0.0513	was teaching	5.0	0.032	the scribes who	3.0	0.0192	to them in parables	2.0	0.0128	son of david have mercy	2.0	0.0128	baptizing in the wilderness and proclaiming	1	0.0064
198	parables	8.0	0.0513	him saying	5.0	0.032	he got into	3.0	0.0192	is divided against itself	2.0	0.0128	of david have mercy on	2.0	0.0128	in the wilderness and proclaiming a	1	0.0064
199	brothers	8.0	0.0513	come out	5.0	0.032	with the twelve	3.0	0.0192	divided against itself that	2.0	0.0128	david have mercy on me	2.0	0.0128	the wilderness and proclaiming a baptism	1	0.0064
200	seed	8.0	0.0513	region of	5.0	0.032	11 and he	3.0	0.0192	they sent to him	2.0	0.0128	sent two of his disciples	2.0	0.0128	wilderness and proclaiming a baptism of	1	0.0064
201	woman	8.0	0.0513	house of	5.0	0.032	hear the word	3.0	0.0192	are my mother and	2.0	0.0128	and said to them go	2.0	0.0128	and proclaiming a baptism of repentance	1	0.0064
202	daughter	8.0	0.0513	hand and	5.0	0.032	17 and they	3.0	0.0192	my mother and my	2.0	0.0128	to them go into the	2.0	0.0128	proclaiming a baptism of repentance for	1	0.0064
203	taking	8.0	0.0513	many who	5.0	0.032	one who has	3.0	0.0192	mother and my brothers	2.0	0.0128	if anyone says to you	2.0	0.0128	a baptism of repentance for the	1	0.0064
204	bring	8.0	0.0513	desolate place	5.0	0.032	if a man	3.0	0.0192	again he began to	2.0	0.0128	and the scribes and the	2.0	0.0128	baptism of repentance for the forgiveness	1	0.0064
205	loaves	8.0	0.0513	him away	5.0	0.032	they took him	3.0	0.0192	crowd gathered about him	2.0	0.0128	the scribes and the elders	2.0	0.0128	of repentance for the forgiveness of	1	0.0064
206	written	7.0	0.0449	priest and	5.0	0.032	came to the	3.0	0.0192	on the sea and	2.0	0.0128	tell you by what authority	2.0	0.0128	repentance for the forgiveness of sins	1	0.0064
207	sins	7.0	0.0449	and many	5.0	0.032	and fell down	3.0	0.0192	was beside the sea	2.0	0.0128	you by what authority i	2.0	0.0128	for the forgiveness of sins 5	1	0.0064
208	country	7.0	0.0449	this man	5.0	0.032	10 and he	3.0	0.0192	and in his teaching	2.0	0.0128	by what authority i do	2.0	0.0128	the forgiveness of sins 5 and	1	0.0064
209	time	7.0	0.0449	bed and	5.0	0.032	the city and	3.0	0.0192	in his teaching he	2.0	0.0128	what authority i do these	2.0	0.0128	forgiveness of sins 5 and all	1	0.0064
210	little	7.0	0.0449	know that	5.0	0.032	to jesus and	3.0	0.0192	his teaching he said	2.0	0.0128	authority i do these things	2.0	0.0128	of sins 5 and all the	1	0.0064
211	cried	7.0	0.0449	that day	5.0	0.032	they were afraid	3.0	0.0192	since it had no	2.0	0.0128	of the fruit of the	2.0	0.0128	sins 5 and all the country	1	0.0064
212	destroy	7.0	0.0449	were saying	5.0	0.032	and they began	3.0	0.0192	thirtyfold and sixtyfold and	2.0	0.0128	and they took him and	2.0	0.0128	5 and all the country of	1	0.0064
213	rebuked	7.0	0.0449	man is	5.0	0.032	20 and he	3.0	0.0192	and sixtyfold and a	2.0	0.0128	said to him you are	2.0	0.0128	and all the country of judea	1	0.0064
214	region	7.0	0.0449	send them	5.0	0.032	went away and	3.0	0.0192	sixtyfold and a hundredfold	2.0	0.0128	i say to you this	2.0	0.0128	all the country of judea and	1	0.0064
215	evening	7.0	0.0449	many things	5.0	0.032	of the synagogue	3.0	0.0192	has ears to hear	2.0	0.0128	let the one who is	2.0	0.0128	the country of judea and all	1	0.0064
216	together	7.0	0.0449	the ones	5.0	0.032	his disciples said	3.0	0.0192	ears to hear let	2.0	0.0128	will see the son of	2.0	0.0128	country of judea and all jerusalem	1	0.0064
217	charged	7.0	0.0449	and others	5.0	0.032	disciples said to	3.0	0.0192	to hear let him	2.0	0.0128	see the son of man	2.0	0.0128	of judea and all jerusalem were	1	0.0064
218	home	7.0	0.0449	if anyone	5.0	0.032	he had entered	3.0	0.0192	hear let him hear	2.0	0.0128	for you do not know	2.0	0.0128	judea and all jerusalem were going	1	0.0064
219	sitting	7.0	0.0449	the ground	5.0	0.032	father and mother	3.0	0.0192	asked him about the	2.0	0.0128	you do not know when	2.0	0.0128	and all jerusalem were going out	1	0.0064
220	look	7.0	0.0449	other side	5.0	0.032	that no one	3.0	0.0192	11 and he said	2.0	0.0128	do not know when the	2.0	0.0128	all jerusalem were going out to	1	0.0064
221	david	7.0	0.0449	took him	5.0	0.032	something to eat	3.0	0.0192	these are the ones	2.0	0.0128	the master of the house	2.0	0.0128	jerusalem were going out to him	1	0.0064
222	withered	7.0	0.0449	the wind	5.0	0.032	of james and	3.0	0.0192	are the ones sown	2.0	0.0128	i say to you i	2.0	0.0128	were going out to him and	1	0.0064
223	outside	7.0	0.0449	41 and	5.0	0.032	laid his hands	3.0	0.0192	who hear the word	2.0	0.0128	as they were reclining at	2.0	0.0128	going out to him and were	1	0.0064
224	got	7.0	0.0449	to jesus	5.0	0.032	the twelve and	3.0	0.0192	21 and he said	2.0	0.0128	they were reclining at table	2.0	0.0128	to him and were being baptized	1	0.0064
225	ground	7.0	0.0449	the demon	5.0	0.032	and gave them	3.0	0.0192	24 and he said	2.0	0.0128	were reclining at table and	2.0	0.0128	him and were being baptized by	1	0.0064
226	ones	7.0	0.0449	were afraid	5.0	0.032	he charged them	3.0	0.0192	the one who has	2.0	0.0128	son of man is betrayed	2.0	0.0128	and were being baptized by him	1	0.0064
227	sown	7.0	0.0449	they began	5.0	0.032	of john the	3.0	0.0192	it is like a	2.0	0.0128	gave it to them and	2.0	0.0128	were being baptized by him in	1	0.0064
228	except	7.0	0.0449	has done	5.0	0.032	heard of it	3.0	0.0192	when evening had come	2.0	0.0128	before the rooster crows twice	2.0	0.0128	being baptized by him in the	1	0.0064
229	afraid	7.0	0.0449	and seeing	5.0	0.032	said he is	3.0	0.0192	them in the boat	2.0	0.0128	the rooster crows twice you	2.0	0.0128	baptized by him in the river	1	0.0064
230	broke	7.0	0.0449	you see	5.0	0.032	him to death	3.0	0.0192	and the wind ceased	2.0	0.0128	rooster crows twice you will	2.0	0.0128	by him in the river jordan	1	0.0064
231	ran	7.0	0.0449	peter and	5.0	0.032	did not want	3.0	0.0192	the wind ceased and	2.0	0.0128	crows twice you will deny	2.0	0.0128	him in the river jordan confessing	1	0.0064
232	thousand	7.0	0.0449	the child	5.0	0.032	and gave it	3.0	0.0192	said to one another	2.0	0.0128	twice you will deny me	2.0	0.0128	in the river jordan confessing their	1	0.0064
233	walking	7.0	0.0449	heard him	5.0	0.032	and he began	3.0	0.0192	to one another who	2.0	0.0128	you will deny me three	2.0	0.0128	the river jordan confessing their sins	1	0.0064
234	head	7.0	0.0449	his hands	5.0	0.032	go into the	3.0	0.0192	out of the boat	2.0	0.0128	will deny me three times	2.0	0.0128	river jordan confessing their sins 6	1	0.0064
235	tomb	7.0	0.0449	to take	5.0	0.032	baskets full of	3.0	0.0192	among the tombs and	2.0	0.0128	he came and found them	2.0	0.0128	jordan confessing their sins 6 now	1	0.0064
236	elders	7.0	0.0449	bread and	5.0	0.032	full of broken	3.0	0.0192	and fell down before	2.0	0.0128	came and found them sleeping	2.0	0.0128	confessing their sins 6 now john	1	0.0064
237	person	7.0	0.0449	how many	5.0	0.032	of broken pieces	3.0	0.0192	to send them out	2.0	0.0128	of the high priest and	2.0	0.0128	their sins 6 now john was	1	0.0064
238	eyes	7.0	0.0449	heaven and	5.0	0.032	and when evening	3.0	0.0192	and they begged him	2.0	0.0128	bore false witness against him	2.0	0.0128	sins 6 now john was clothed	1	0.0064
239	blind	7.0	0.0449	pharisees and	5.0	0.032	them and said	3.0	0.0192	into the sea and	2.0	0.0128	their testimony did not agree	2.0	0.0128	6 now john was clothed with	1	0.0064
240	servant	7.0	0.0449	his father	5.0	0.032	got into the	3.0	0.0192	15 and they came	2.0	0.0128	have you no answer to	2.0	0.0128	now john was clothed with camel	1	0.0064
241	fig	7.0	0.0449	the things	5.0	0.032	to the tradition	3.0	0.0192	what had happened to	2.0	0.0128	you no answer to make	2.0	0.0128	john was clothed with camel s	1	0.0064
242	tree	7.0	0.0449	answered him	5.0	0.032	the tradition of	3.0	0.0192	and they began to	2.0	0.0128	asked him are you the	2.0	0.0128	was clothed with camel s hair	1	0.0064
243	answer	7.0	0.0449	and found	5.0	0.032	in order to	3.0	0.0192	him that he might	2.0	0.0128	at the right hand of	2.0	0.0128	clothed with camel s hair and	1	0.0064
244	crucified	7.0	0.0449	blind man	5.0	0.032	the things that	3.0	0.0192	said to him go	2.0	0.0128	you the king of the	2.0	0.0128	with camel s hair and wore	1	0.0064
245	baptist	6.0	0.0384	enter the	5.0	0.032	disciples asked him	3.0	0.0192	he went away and	2.0	0.0128	mary magdalene and mary the	2.0	0.0128	camel s hair and wore a	1	0.0064
246	voice	6.0	0.0384	say that	5.0	0.032	and he entered	3.0	0.0192	in the boat to	2.0	0.0128	magdalene and mary the mother	2.0	0.0128	s hair and wore a leather	1	0.0064
247	ate	6.0	0.0384	scribes and	5.0	0.032	begged him to	3.0	0.0192	came one of the	2.0	0.0128	and mary the mother of	2.0	0.0128	hair and wore a leather belt	1	0.0064
248	water	6.0	0.0384	and one	5.0	0.032	let the children	3.0	0.0192	in the crowd and	2.0	0.0128	mary the mother of james	2.0	0.0128	and wore a leather belt around	1	0.0064
249	satan	6.0	0.0384	tell you	5.0	0.032	29 and he	3.0	0.0192	34 and he said	2.0	0.0128	the entrance of the tomb	2.0	0.0128	wore a leather belt around his	1	0.0064
250	follow	6.0	0.0384	to sin	5.0	0.032	and taking him	3.0	0.0192	your faith has made	2.0	0.0128	early on the first day	2.0	0.0128	a leather belt around his waist	1	0.0064
251	amazed	6.0	0.0384	better for	5.0	0.032	them to tell	3.0	0.0192	faith has made you	2.0	0.0128	the first day of the	2.0	0.0128	leather belt around his waist and	1	0.0064
252	new	6.0	0.0384	you know	5.0	0.032	to tell no	3.0	0.0192	has made you well	2.0	0.0128	first day of the week	2.0	0.0128	belt around his waist and ate	1	0.0064
253	healed	6.0	0.0384	right hand	5.0	0.032	tell no one	3.0	0.0192	while he was still	2.0	0.0128	and they went out and	2.0	0.0128	around his waist and ate locusts	1	0.0064
254	desolate	6.0	0.0384	the fig	5.0	0.032	and he asked	3.0	0.0192	he was still speaking	2.0	0.0128	john the baptist prepares the	1.0	0.0064	his waist and ate locusts and	1	0.0064
255	touched	6.0	0.0384	not believe	5.0	0.032	the crowd to	3.0	0.0192	the ruler of the	2.0	0.0128	the baptist prepares the way	1.0	0.0064	waist and ate locusts and wild	1	0.0064
256	44	6.0	0.0384	the rooster	5.0	0.032	the ground and	3.0	0.0192	ruler of the synagogue	2.0	0.0128	baptist prepares the way 1	1.0	0.0064	and ate locusts and wild honey	1	0.0064
257	45	6.0	0.0384	mary magdalene	5.0	0.032	8 and they	3.0	0.0192	james and john the	2.0	0.0128	prepares the way 1 the	1.0	0.0064	ate locusts and wild honey 7	1	0.0064
258	paralytic	6.0	0.0384	the tomb	5.0	0.032	the leaven of	3.0	0.0192	father and mother and	2.0	0.0128	the way 1 the beginning	1.0	0.0064	locusts and wild honey 7 and	1	0.0064
259	get	6.0	0.0384	the beginning	4.0	0.0256	15 and he	3.0	0.0192	and he strictly charged	2.0	0.0128	way 1 the beginning of	1.0	0.0064	and wild honey 7 and he	1	0.0064
260	bed	6.0	0.0384	beginning of	4.0	0.0256	beware of the	3.0	0.0192	he strictly charged them	2.0	0.0128	1 the beginning of the	1.0	0.0064	wild honey 7 and he preached	1	0.0064
261	faith	6.0	0.0384	the wilderness	4.0	0.0256	the blind man	3.0	0.0192	and he called the	2.0	0.0128	the beginning of the gospel	1.0	0.0064	honey 7 and he preached saying	1	0.0064
262	earth	6.0	0.0384	the baptism	4.0	0.0256	the elders and	3.0	0.0192	called the twelve and	2.0	0.0128	beginning of the gospel of	1.0	0.0064	7 and he preached saying after	1	0.0064
263	fast	6.0	0.0384	came from	4.0	0.0256	after three days	3.0	0.0192	he charged them to	2.0	0.0128	of the gospel of jesus	1.0	0.0064	and he preached saying after me	1	0.0064
264	long	6.0	0.0384	the spirit	4.0	0.0256	for my sake	3.0	0.0192	herod heard of it	2.0	0.0128	the gospel of jesus christ	1.0	0.0064	he preached saying after me comes	1	0.0064
265	cannot	6.0	0.0384	simon and	4.0	0.0256	a man to	3.0	0.0192	others said he is	2.0	0.0128	gospel of jesus christ the	1.0	0.0064	preached saying after me comes he	1	0.0064
266	wine	6.0	0.0384	brother of	4.0	0.0256	and john and	3.0	0.0192	one of the prophets	2.0	0.0128	of jesus christ the son	1.0	0.0064	saying after me comes he who	1	0.0064
